,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,2,0,3,1,0,0
NV,1,118,2,0,2,0,0
BCC,0,0,11,4,0,0,0
AKIEC,0,1,0,7,0,0,0
BKL,2,0,0,2,17,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
