,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,2,0,1,2,0,0
NV,1,118,1,0,2,0,1
BCC,0,1,9,4,1,0,0
AKIEC,1,2,1,1,3,0,0
BKL,0,3,0,2,17,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,0,0,0,0,3
