,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,14,2,0,0,5,0,0
NV,8,97,2,0,13,3,0
BCC,0,0,11,2,0,1,1
AKIEC,0,0,1,4,3,0,0
BKL,3,0,2,0,17,0,0
DF,0,0,1,0,0,0,0
VASC,0,0,3,0,0,0,0
