,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,16,0,0,0,4,1,0
NV,23,76,11,0,4,1,8
BCC,0,0,8,4,0,1,2
AKIEC,1,0,1,4,2,0,0
BKL,2,1,3,1,13,0,2
DF,0,0,0,0,0,1,0
VASC,0,0,1,0,0,0,2
