,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,1,0,2,3,0,3
NV,14,67,4,0,5,0,33
BCC,0,0,9,1,0,0,5
AKIEC,1,0,2,3,2,0,0
BKL,3,0,2,1,7,2,7
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
