,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,1,0,1,4,0,0
NV,13,94,3,0,10,3,0
BCC,0,0,8,5,0,1,1
AKIEC,0,1,0,5,2,0,0
BKL,4,0,2,1,15,0,0
DF,0,1,0,0,0,0,0
VASC,0,0,2,0,1,0,0
