,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,0,1,3,5,0,0
NV,19,86,3,1,13,1,0
BCC,0,0,11,1,1,2,0
AKIEC,0,0,0,5,3,0,0
BKL,0,0,0,3,19,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
