,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,17,2,0,0,2,0,0
NV,2,115,5,0,1,0,0
BCC,0,2,12,1,0,0,0
AKIEC,0,1,1,5,1,0,0
BKL,1,1,1,2,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,0,0,2
