,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,1,0,0,2,0,0
NV,4,118,0,0,1,0,0
BCC,0,2,11,1,1,0,0
AKIEC,0,0,0,4,4,0,0
BKL,2,3,0,1,16,0,0
DF,0,0,0,0,0,1,0
VASC,0,2,0,0,0,0,1
