,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,4,0,1,4,0,0
NV,4,116,1,0,2,0,0
BCC,0,1,11,1,2,0,0
AKIEC,0,1,0,5,2,0,0
BKL,0,1,0,1,19,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
