,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,5,0,0,3,0,0
NV,2,115,0,0,6,0,0
BCC,0,0,12,2,0,0,1
AKIEC,1,3,0,2,2,0,0
BKL,1,9,0,1,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
