,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,5,0,0,3,0,0
NV,3,113,1,0,6,0,0
BCC,0,0,12,2,0,0,1
AKIEC,2,2,1,2,1,0,0
BKL,1,7,0,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
