,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,6,0,0,3,0,0
NV,1,114,1,0,7,0,0
BCC,1,0,12,2,0,0,0
AKIEC,1,2,0,2,3,0,0
BKL,1,8,0,0,13,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
