,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,2,15,0,0,4,0,0
NV,0,121,0,0,2,0,0
BCC,0,3,12,0,0,0,0
AKIEC,0,5,2,0,1,0,0
BKL,1,14,1,0,6,0,0
DF,0,1,0,0,0,0,0
VASC,0,2,1,0,0,0,0
