,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,6,1,0,2,0,0
NV,4,114,0,0,5,0,0
BCC,1,0,13,1,0,0,0
AKIEC,1,1,1,1,4,0,0
BKL,4,8,2,0,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
