,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,0,5,0,0
NV,1,115,1,0,6,0,0
BCC,1,0,10,4,0,0,0
AKIEC,1,2,1,2,2,0,0
BKL,1,6,1,0,14,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
