,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,0,0,4,0,0
NV,2,114,2,0,5,0,0
BCC,1,0,11,2,1,0,0
AKIEC,1,1,0,3,3,0,0
BKL,5,9,0,1,7,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,1,0,0,1
