,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,4,9,1,0,7,0,0
NV,0,117,2,0,4,0,0
BCC,0,4,10,0,0,0,1
AKIEC,0,2,4,0,2,0,0
BKL,2,10,2,1,7,0,0
DF,0,1,0,0,0,0,0
VASC,1,1,1,0,0,0,0
