,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,11,2,0,1,0,0
NV,3,111,0,0,9,0,0
BCC,0,0,12,2,1,0,0
AKIEC,0,3,2,1,2,0,0
BKL,3,13,0,1,5,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,1,0,0,0,2
