,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,6,0,1,5,1,0
NV,4,110,1,1,7,0,0
BCC,0,0,11,3,1,0,0
AKIEC,0,1,1,4,2,0,0
BKL,0,8,0,2,11,1,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
