,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,7,1,2,4,1,0
NV,3,109,5,0,3,1,2
BCC,0,0,12,1,1,1,0
AKIEC,0,1,2,2,3,0,0
BKL,3,6,0,1,10,1,1
DF,0,0,0,0,1,0,0
VASC,0,0,0,0,0,0,3
