,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,7,0,0,3,0,0
NV,4,112,0,0,7,0,0
BCC,0,0,11,2,1,1,0
AKIEC,0,1,1,4,2,0,0
BKL,4,8,0,1,9,0,0
DF,0,0,0,0,0,1,0
VASC,0,1,0,0,0,0,2
