,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,12,0,0,4,0,0
NV,2,114,2,0,5,0,0
BCC,0,0,12,2,1,0,0
AKIEC,0,1,0,4,2,1,0
BKL,1,10,0,1,10,0,0
DF,0,0,0,0,0,1,0
VASC,0,1,1,0,0,0,1
