,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,15,1,1,2,2,0,0
NV,1,115,4,0,3,0,0
BCC,0,0,14,0,1,0,0
AKIEC,0,1,0,5,2,0,0
BKL,2,2,0,1,17,0,0
DF,0,0,0,0,0,1,0
VASC,0,0,0,0,0,0,3
