,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,6,0,1,7,0,0
NV,0,118,0,0,5,0,0
BCC,0,0,12,2,1,0,0
AKIEC,0,2,2,1,3,0,0
BKL,3,7,1,2,9,0,0
DF,0,1,0,0,0,0,0
VASC,0,2,1,0,0,0,0
