,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,4,11,0,1,5,0,0
NV,0,116,0,0,7,0,0
BCC,0,0,5,7,3,0,0
AKIEC,0,2,0,2,4,0,0
BKL,1,12,0,0,9,0,0
DF,0,1,0,0,0,0,0
VASC,0,1,2,0,0,0,0
