,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,5,9,0,2,5,0,0
NV,2,115,2,0,4,0,0
BCC,0,4,8,2,1,0,0
AKIEC,1,2,2,1,2,0,0
BKL,2,10,3,1,6,0,0
DF,0,1,0,0,0,0,0
VASC,0,3,0,0,0,0,0
