epoch,lr,val_loss,val_acc,val_balanced_acc,val_macro_recall,val_macro_f1,val_macro_precision,val_mcc,val_cohen_kappa,val_mean_youden_index,val_auc_macro_ovr,val_mean_auc_all_diagnoses,val_mean_ap_all_diagnoses,val_mean_sensitivity,val_mean_specificity,val_mean_ppv,val_mean_npv,val_melanoma_auc80,val_malignant_vs_benign_auc,roc_curve_path,confusion_matrix_path,val_predictions_path,detailed_metrics_path,train_loss,train_acc
55,0.0004223609847124,1.1291810169121144,87.04663212435233,0.7519544624945321,0.7519544624945321,0.727705536423635,0.7078037881819395,0.7851492305245256,0.7814863457270957,0.7292289629659863,0.958998078050968,0.958998078050968,0.7595584745325151,0.7519544624945321,0.977274500471454,0.7078037881819395,0.9671380618728084,0.9166666666666666,0.9202257474069556,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_055_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_055_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_55.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_055_detailed_metrics.json,0.7822196064071014,88.26878208333068
60,0.0003461460113097,1.1173491700325606,87.04663212435233,0.7519544624945321,0.7519544624945321,0.7230471513304674,0.6995620299401812,0.7848015110073058,0.7810699215027905,0.7290462144279747,0.924650219049265,0.924650219049265,0.7471177819249933,0.7519544624945321,0.9770917519334424,0.6995620299401812,0.9671054001308476,0.9042081949058692,0.9196156192800488,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_060_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_060_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_60.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_060_detailed_metrics.json,0.7687926552866421,88.66075594390712
65,0.00027373174538,1.0971263702669292,86.01036269430051,0.7412692127848922,0.7412692127848922,0.7103893846530592,0.6863270963270963,0.7691857985530829,0.7649314326957777,0.7168447163270864,0.9572692356614684,0.9572692356614684,0.7612489942534898,0.7412692127848922,0.975575503542194,0.6863270963270963,0.9648367767934412,0.9166666666666666,0.9269371568029288,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_065_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_065_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_65.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_065_detailed_metrics.json,0.7750104651181875,89.13672420699297
70,0.0002069012664799,1.0976824365131597,86.01036269430051,0.7496315821228714,0.7496315821228714,0.721336538278315,0.6986366618719559,0.7691205901717975,0.7648465703971119,0.7239336130067351,0.957123312490548,0.957123312490548,0.7654660778783409,0.7496315821228714,0.974302030883864,0.6986366618719559,0.9638963035813872,0.9116832779623476,0.9183953630262356,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_070_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_070_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_70.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_070_detailed_metrics.json,0.768164457587288,89.37937470265655
75,0.0001473001627973,1.1166383392452577,86.52849740932642,0.7507930223087017,0.7507930223087017,0.7136151378172654,0.6846916729269671,0.7777369251647657,0.7732899611457487,0.727026056304938,0.9363148138622938,0.9363148138622938,0.7539151876324252,0.7507930223087017,0.976233033996236,0.6846916729269671,0.9656220909539928,0.91140642303433,0.9223611958511287,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_075_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_075_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_75.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_075_detailed_metrics.json,0.7557788936044921,89.69668689252504
80,9.639601130971386e-05,1.1088902592041332,86.01036269430051,0.7496315821228714,0.7496315821228714,0.7240222742807524,0.7034716917069858,0.7712866664620586,0.7663647776183644,0.7253266130872243,0.956082957666242,0.956082957666242,0.7659417220128072,0.7496315821228714,0.9756950309643532,0.7034716917069858,0.9642240909359072,0.9188815060908084,0.9257169005491154,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_080_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_080_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_80.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_080_detailed_metrics.json,0.750537172879118,89.71535231483021
85,5.544224116791032e-05,1.114672458233611,87.04663212435233,0.7519544624945321,0.7519544624945321,0.725326786588826,0.7035180738962251,0.7849411304026856,0.7812783318223029,0.7291375886969804,0.9163312787843746,0.9163312787843746,0.743602418371408,0.7519544624945321,0.9771831262024484,0.7035180738962251,0.9671218720219836,0.9138981173864894,0.9200732153752288,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_085_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_085_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_85.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_085_detailed_metrics.json,0.7488951468378708,89.9393373661157
90,2.544727011057082e-05,1.1118404012887588,87.04663212435233,0.7519544624945321,0.7519544624945321,0.7256601106869937,0.7043462312461216,0.7849861486277303,0.7812585003173451,0.7291278744889798,0.9441312269599418,0.9441312269599418,0.755085093411534,0.7519544624945321,0.9771734119944476,0.7043462312461216,0.9671209077808656,0.9224806201550388,0.921293471629042,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_090_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_090_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_90.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_090_detailed_metrics.json,0.7467842305034774,90.16332243947409
95,7.14967387272874e-06,1.1018127802122442,87.04663212435233,0.7519544624945321,0.7519544624945321,0.725326786588826,0.7035180738962251,0.7849411304026856,0.7812783318223029,0.7291375886969804,0.9516972579840808,0.9516972579840808,0.7549476025217766,0.7519544624945321,0.9771831262024484,0.7035180738962251,0.9671218720219836,0.919158361018826,0.9240390482001222,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_095_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_095_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_95.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_095_detailed_metrics.json,0.757648190982532,90.39664021544073
100,1e-06,1.110498702587859,87.04663212435233,0.7519544624945321,0.7519544624945321,0.7165112036180491,0.6884509188290702,0.7847892061061815,0.7810003631082062,0.7290180612748215,0.9355128697400366,0.9355128697400366,0.7466468983860501,0.7519544624945321,0.9770635987802893,0.6884509188290702,0.9671050126904838,0.925249169435216,0.926327028676022,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_100_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_100_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_100.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_100_detailed_metrics.json,0.7534525382757966,90.10732616686231
