epoch,lr,val_loss,val_acc,val_balanced_acc,val_macro_recall,val_macro_f1,val_macro_precision,val_mcc,val_cohen_kappa,val_mean_youden_index,val_auc_macro_ovr,val_mean_auc_all_diagnoses,val_mean_ap_all_diagnoses,val_mean_sensitivity,val_mean_specificity,val_mean_ppv,val_mean_npv,val_melanoma_auc80,val_malignant_vs_benign_auc,roc_curve_path,confusion_matrix_path,val_predictions_path,detailed_metrics_path,train_loss,train_acc
5,0.0009938503261272,1.2006301200451628,74.09326424870466,0.8166006757470173,0.8166006757470173,0.6224279145620513,0.5740410017711175,0.632315388832258,0.6089476030311627,0.7754763328930024,0.967028798821518,0.967028798821518,0.7780480374201962,0.8166006757470173,0.9588756571459852,0.5740410017711175,0.9392874301746492,0.7278516057585825,0.927242220866382,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_005_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_005_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_05.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_005_detailed_metrics.json,1.218024768620187,66.31824545065933
10,0.0009755527298894,1.0738372778027787,79.27461139896373,0.7122769506915849,0.7122769506915849,0.6395746873520318,0.5936161986161986,0.6829291455273988,0.6705500789484915,0.6788675390002082,0.9687313031209596,0.9687313031209596,0.7573051296877154,0.7122769506915849,0.9665905883086232,0.5936161986161986,0.94967794460318,0.8920265780730896,0.9438682123245882,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_010_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_010_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_10.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_010_detailed_metrics.json,1.054442585543723,73.34577694749143
15,0.000945557758832,1.097230679012951,82.90155440414507,0.7149938911262953,0.7149938911262953,0.6786018755328218,0.6523492662080955,0.725255887846847,0.7183852140077821,0.6857917373765378,0.9666598047958695,0.9666598047958695,0.7583407144213615,0.7149938911262953,0.9707978462502423,0.6523492662080955,0.9576150030224844,0.8421926910299004,0.9179377669310554,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_015_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_015_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_15.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_015_detailed_metrics.json,0.9727748626200774,77.60149323307239
20,0.0009046039886902,1.1136893917241864,83.41968911917098,0.7438243811937192,0.7438243811937192,0.7124138856206468,0.689628312863607,0.7413436431406107,0.7315716272600834,0.7169764153481581,0.954690516091268,0.954690516091268,0.7566975671525581,0.7438243811937192,0.9731520341544388,0.689628312863607,0.957897965230734,0.9080841638981174,0.9205308114704088,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_020_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_020_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_20.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_020_detailed_metrics.json,0.9307859329881368,79.7106859564058
25,0.0008536998372026,1.0952410648523834,79.27461139896373,0.7148879285638868,0.7148879285638868,0.6491835946230469,0.6062271062271062,0.6883398638242139,0.6738349740166463,0.6828522451243967,0.959656609100552,0.959656609100552,0.7418231330239226,0.7148879285638868,0.96796431656051,0.6062271062271062,0.9498206359402428,0.830841638981174,0.9377669310555218,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_025_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_025_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_25.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_025_detailed_metrics.json,0.8960548180372315,81.60522632322966
30,0.00079409873352,1.0836399342729637,83.41968911917098,0.7272097530808332,0.7272097530808332,0.6847489984135946,0.6575246412202934,0.7325079433772851,0.7263260513138654,0.6990134127380845,0.9635569418256004,0.9635569418256004,0.7677161010665753,0.7272097530808332,0.9718036596572514,0.6575246412202934,0.9589778501801772,0.8225359911406424,0.9321232458816352,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_030_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_030_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_30.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_030_detailed_metrics.json,0.8474544196500435,84.19038729612036
35,0.0007272682546199,1.08440239812426,85.49222797927462,0.8711393426550221,0.8711393426550221,0.7485068055344553,0.7183254683254683,0.7620420858385931,0.7571672508313112,0.846163261324181,0.960499782317036,0.960499782317036,0.7711126184196655,0.8711393426550221,0.9750239186691588,0.7183254683254683,0.964010884685602,0.8887043189368771,0.9260219646125686,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_035_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_035_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_35.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_035_detailed_metrics.json,0.839277222175438,85.46896874040185
40,0.0006548539886902,1.0969604754077338,86.01036269430051,0.7389674495075191,0.7389674495075191,0.7106326645754873,0.6896999927125018,0.766410559349484,0.7632117053664743,0.7134897831157515,0.961742326785782,0.961742326785782,0.7769716361102773,0.7389674495075191,0.9745223336082324,0.6896999927125018,0.9652465354819852,0.8889811738648947,0.9205308114704088,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_040_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_040_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_40.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_040_detailed_metrics.json,0.8194013929567324,86.3555762835212
45,0.0005786390152875,1.1332615076569077,84.97409326424871,0.7276637706080216,0.7276637706080216,0.6908737160129795,0.6674659574659574,0.752491648798276,0.7482004678783516,0.7018446108866723,0.9539002901657886,0.9539002901657886,0.7518580674292912,0.7276637706080216,0.9741808402786508,0.6674659574659574,0.9632290262260704,0.9100221483942414,0.9366992068334352,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_045_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_045_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_45.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_045_detailed_metrics.json,0.8036916206387009,87.04619691450908
50,0.0005005,1.1242353977934685,86.52849740932642,0.7367893720681177,0.7367893720681177,0.7043705062592284,0.6803719878941117,0.7746446729334205,0.7714519948988887,0.7131624301372115,0.94716505688814,0.94716505688814,0.7563486540459508,0.7367893720681177,0.9763730580690938,0.6803719878941117,0.967001693857964,0.8939645625692137,0.9193105552165955,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\roc_curves\epoch_050_roc.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\confusion_matrices\epoch_050_confusion_matrix.png,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\predictions\val_predictions_epoch_50.csv,experiments\260523-1746_resnet50_diff-ddpm_lr_0.001\metrics\epoch_050_detailed_metrics.json,0.7828125006341512,88.30611291726059
