,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,0,0,5,0,0
NV,1,115,0,0,7,0,0
BCC,0,0,11,4,0,0,0
AKIEC,1,2,2,1,2,0,0
BKL,3,8,0,1,10,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
