,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,0,0,5,0,0
NV,1,114,2,0,6,0,0
BCC,0,0,9,6,0,0,0
AKIEC,2,0,3,0,3,0,0
BKL,6,6,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
