,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,8,0,0,5,0,0
NV,2,114,2,0,5,0,0
BCC,0,0,11,4,0,0,0
AKIEC,1,1,3,1,2,0,0
BKL,4,8,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
