,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,10,6,0,0,5,0,0
NV,1,115,0,0,7,0,0
BCC,1,0,11,2,1,0,0
AKIEC,1,1,1,1,4,0,0
BKL,2,10,0,1,9,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
