,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,5,1,0,4,0,0
NV,1,117,1,0,4,0,0
BCC,1,0,13,0,1,0,0
AKIEC,1,1,2,0,4,0,0
BKL,6,7,1,0,8,0,0
DF,0,0,0,0,1,0,0
VASC,1,0,2,0,0,0,0
