,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,4,1,0,5,0,0
NV,3,114,0,0,6,0,0
BCC,1,0,13,0,1,0,0
AKIEC,1,1,1,0,5,0,0
BKL,5,8,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
