,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,11,0,0,3,0,0
NV,2,115,1,0,5,0,0
BCC,1,0,9,5,0,0,0
AKIEC,1,2,2,1,2,0,0
BKL,4,11,0,1,6,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
