,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,8,0,0,4,0,0
NV,1,116,1,0,5,0,0
BCC,1,0,12,2,0,0,0
AKIEC,1,1,2,1,3,0,0
BKL,5,8,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
