,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,9,0,0,5,0,0
NV,1,114,1,0,7,0,0
BCC,0,0,10,5,0,0,0
AKIEC,1,2,2,1,2,0,0
BKL,5,8,0,1,8,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
