,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,13,0,3,0,0,0,1,0,4,0
BCC,7,228,0,11,0,0,0,4,2,11,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,2,17,0,20,0,0,0,8,5,5,0
DF,0,0,0,2,0,0,0,1,1,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,5,0,0,0,0,0,21,14,1,0
NV,0,5,0,2,0,0,0,10,53,0,0
SCCKA,3,18,0,5,0,0,0,0,0,22,0
VASC,0,3,0,1,0,0,0,0,4,0,0
