,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,5,13,0,3,0,0,0,1,0,5,0
BCC,4,232,0,7,0,0,0,3,2,15,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,3,17,0,19,0,0,0,6,7,5,0
DF,0,0,0,2,0,0,0,1,1,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,6,0,2,0,0,0,19,13,1,0
NV,0,6,0,2,0,0,0,7,55,0,0
SCCKA,2,19,0,4,0,0,0,0,0,23,0
VASC,0,3,0,1,0,0,0,0,4,0,0
