,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,12,0,4,0,0,0,1,0,4,0
BCC,5,229,0,12,0,0,0,4,1,12,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,2,17,0,20,0,0,0,7,7,4,0
DF,0,1,0,1,0,0,0,0,2,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,4,0,1,0,0,0,21,14,1,0
NV,0,6,0,2,0,0,0,9,53,0,0
SCCKA,4,17,0,4,0,0,0,1,0,22,0
VASC,0,3,0,1,0,0,0,0,4,0,0
