,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,13,0,4,0,0,0,1,0,3,0
BCC,7,225,0,9,0,0,0,3,1,18,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,2,16,0,22,0,0,0,6,5,6,0
DF,0,1,0,2,0,1,0,0,0,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,5,0,2,0,0,0,24,9,1,0
NV,0,6,0,2,0,0,0,10,51,0,1
SCCKA,3,17,0,4,0,0,0,1,0,23,0
VASC,0,3,0,0,1,0,0,0,2,0,2
