,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,11,0,5,0,0,0,1,0,4,0
BCC,9,223,0,8,0,0,0,3,3,17,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,3,15,0,22,0,0,0,6,5,6,0
DF,0,1,0,1,0,1,0,1,0,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,5,0,1,0,0,0,22,12,1,0
NV,0,5,0,2,0,0,0,10,52,0,1
SCCKA,4,18,0,4,0,0,0,1,0,21,0
VASC,0,3,0,0,1,0,0,0,1,0,3
