,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,26,0,0,0,0,0,0,1,0,0
BCC,0,254,0,0,0,0,0,0,8,1,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,0,37,0,3,0,0,0,0,17,0,0
DF,0,2,0,0,0,0,0,0,2,0,0
INF,0,3,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,15,0,0,0,0,0,2,26,0,0
NV,0,9,0,0,0,0,0,0,61,0,0
SCCKA,0,47,0,1,0,0,0,0,0,0,0
VASC,0,5,0,0,0,0,0,0,3,0,0
