,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,4,13,0,4,0,0,0,1,0,5,0
BCC,2,233,0,9,0,0,0,4,2,13,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,2,17,0,20,0,0,0,8,5,5,0
DF,0,0,0,1,0,0,0,1,2,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,6,0,1,0,0,0,20,13,1,0
NV,0,6,0,3,0,0,0,7,54,0,0
SCCKA,1,19,0,4,0,0,0,0,0,24,0
VASC,0,3,0,2,0,0,0,0,3,0,0
