,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,3,17,0,4,0,0,0,0,1,2,0
BCC,2,246,0,4,0,0,0,3,0,8,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,1,21,0,17,0,0,0,9,5,4,0
DF,0,1,0,2,0,0,0,0,1,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,1,9,0,3,0,0,0,21,8,1,0
NV,0,7,0,2,0,0,0,13,48,0,0
SCCKA,0,24,0,4,0,0,0,0,0,20,0
VASC,0,4,0,1,0,0,0,0,3,0,0
