,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,12,0,4,0,0,0,1,0,4,0
BCC,8,225,0,11,0,0,0,3,2,14,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,3,16,0,21,0,0,0,6,6,5,0
DF,0,1,0,2,0,0,0,0,1,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,4,0,4,0,0,0,19,13,1,0
NV,0,6,0,3,0,0,0,8,53,0,0
SCCKA,2,17,0,5,0,0,0,1,0,23,0
VASC,0,3,0,0,0,0,0,0,4,0,1
