,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,6,11,0,5,0,0,0,1,0,4,0
BCC,6,226,0,10,1,0,0,3,2,15,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,3,16,0,22,0,0,0,5,6,5,0
DF,0,1,0,2,0,1,0,0,0,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,5,0,2,0,0,0,21,12,1,0
NV,0,6,0,2,0,0,0,10,51,0,1
SCCKA,3,19,0,5,0,0,0,1,0,20,0
VASC,0,3,0,0,1,0,0,0,2,0,2
