,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,5,12,0,4,0,0,0,2,0,4,0
BCC,6,225,0,7,2,0,0,3,4,16,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,3,16,0,21,0,0,0,5,7,5,0
DF,0,1,0,2,0,1,0,0,0,0,0
INF,0,2,0,0,0,0,0,1,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,2,5,0,1,0,0,0,21,13,1,0
NV,0,6,0,2,0,0,0,9,52,0,1
SCCKA,3,19,0,5,0,0,0,1,0,20,0
VASC,0,3,0,0,1,0,0,0,1,0,3
