,AKIEC,BCC,BEN_OTH,BKL,DF,INF,MAL_OTH,MEL,NV,SCCKA,VASC
AKIEC,0,24,0,2,0,0,0,0,1,0,0
BCC,0,255,0,1,0,0,0,3,1,3,0
BEN_OTH,0,1,0,0,0,0,0,0,0,0,0
BKL,0,32,0,5,0,0,0,4,13,3,0
DF,0,2,0,0,0,0,0,1,1,0,0
INF,0,3,0,0,0,0,0,0,0,0,0
MAL_OTH,0,0,0,0,0,0,0,0,0,0,0
MEL,0,14,0,2,0,0,0,6,20,1,0
NV,0,11,0,1,0,0,0,4,54,0,0
SCCKA,0,38,0,1,0,0,0,0,0,9,0
VASC,0,5,0,0,0,0,0,0,3,0,0
