,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,8,7,1,2,3,0,0
NV,3,115,0,1,4,0,0
BCC,0,2,6,4,1,0,2
AKIEC,0,1,2,0,2,3,0
BKL,2,5,2,3,10,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
