,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,9,9,1,0,2,0,0
NV,1,114,4,1,3,0,0
BCC,0,0,11,2,1,0,1
AKIEC,0,2,2,2,2,0,0
BKL,1,5,2,0,13,0,1
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
