,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,6,0,1,1,0,0
NV,2,117,1,0,3,0,0
BCC,0,1,9,4,1,0,0
AKIEC,0,2,1,2,2,1,0
BKL,0,11,1,0,9,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
