,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,12,5,0,1,3,0,0
NV,1,116,1,0,5,0,0
BCC,0,0,11,3,1,0,0
AKIEC,0,1,0,4,2,1,0
BKL,3,9,1,0,9,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
