,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,18,0,1,0,2,0,0
NV,8,111,0,0,4,0,0
BCC,0,0,12,2,1,0,0
AKIEC,1,1,1,1,3,1,0
BKL,9,6,0,0,7,0,0
DF,0,0,0,1,0,0,0
VASC,1,0,2,0,0,0,0
