,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,0,1,3,0,0
NV,2,117,1,0,3,0,0
BCC,0,1,9,4,1,0,0
AKIEC,0,2,1,3,2,0,0
BKL,1,10,1,0,8,2,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
