,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,0,14,0,0,7,0,0
NV,0,117,0,0,6,0,0
BCC,0,2,10,2,0,0,1
AKIEC,0,2,1,0,5,0,0
BKL,0,10,1,1,10,0,0
DF,0,1,0,0,0,0,0
VASC,0,3,0,0,0,0,0
