,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,13,3,1,0,4,0,0
NV,2,117,1,0,3,0,0
BCC,0,1,10,3,1,0,0
AKIEC,0,1,1,4,2,0,0
BKL,0,10,1,0,10,1,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
