,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,0,13,1,0,7,0,0
NV,0,117,2,0,4,0,0
BCC,0,1,13,0,1,0,0
AKIEC,0,2,4,0,2,0,0
BKL,1,9,6,0,6,0,0
DF,0,1,0,0,0,0,0
VASC,0,3,0,0,0,0,0
