,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,6,8,0,0,7,0,0
NV,0,117,0,0,6,0,0
BCC,0,0,9,5,1,0,0
AKIEC,1,1,0,1,5,0,0
BKL,2,5,0,0,15,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
