,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,5,0,1,4,0,0
NV,2,113,1,0,6,1,0
BCC,0,1,10,3,1,0,0
AKIEC,0,1,0,4,2,1,0
BKL,1,9,1,0,9,2,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
