,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,7,5,0,0,9,0,0
NV,0,116,2,0,5,0,0
BCC,0,0,10,5,0,0,0
AKIEC,0,2,0,2,4,0,0
BKL,0,8,0,1,13,0,0
DF,0,0,0,0,1,0,0
VASC,0,0,2,0,0,0,1
