,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,0,1,3,0,0
NV,3,112,0,0,8,0,0
BCC,0,0,9,5,1,0,0
AKIEC,0,1,0,3,4,0,0
BKL,3,8,0,0,11,0,0
DF,0,0,0,1,0,0,0
VASC,0,1,1,0,0,0,1
