,MEL,NV,BCC,AKIEC,BKL,DF,VASC
MEL,11,6,0,1,3,0,0
NV,1,116,1,0,5,0,0
BCC,0,1,10,3,1,0,0
AKIEC,0,1,1,4,2,0,0
BKL,1,12,1,0,8,0,0
DF,0,0,0,1,0,0,0
VASC,0,0,2,0,0,0,1
